PEDIDOS COM DIFERENÇA ENTRE VLR_PRODUTOS E SOMA DOS ITENS
Total: 1405

CODIGO	VLR_TOTAL	VLR_PRODUTOS	SOMA_ITENS	DIFERENCA
33990	2477.96	2271.46	2272.78	1.32
46651	6223.08	6223.08	6224.40	1.32
48718	1384.88	1384.88	1386.20	1.32
23503	5785.32	5785.32	5784.02	1.30
43111	4642.58	4149.60	4150.90	1.30
48754	1015.43	1015.43	1016.72	1.29
40868	3917.18	3418.73	3417.44	1.29
41513	3418.73	3418.73	3417.44	1.29
46192	7313.60	6223.11	6224.40	1.29
46198	7313.60	6223.11	6224.40	1.29
46244	6650.00	6223.11	6224.40	1.29
46257	6650.00	6223.11	6224.40	1.29
46384	7313.60	6223.11	6224.40	1.29
46599	6223.11	6223.11	6224.40	1.29
46615	7313.60	6223.11	6224.40	1.29
46666	7313.60	6223.11	6224.40	1.29
46675	7313.60	6223.11	6224.40	1.29
46862	11039.99	9626.87	9625.59	1.28
46864	14879.99	9626.87	9625.59	1.28
46922	14860.79	9607.68	9606.40	1.28
51102	19559.99	12870.72	12872.00	1.28
51143	19559.99	12870.72	12872.00	1.28
51232	12870.72	12870.72	12872.00	1.28
53647	23039.99	15905.28	15904.00	1.28
53679	23039.99	15905.28	15904.00	1.28
53753	23039.99	15905.28	15904.00	1.28
53786	20705.28	15905.28	15904.00	1.28
42038	19385.00	18461.91	18460.66	1.25
48621	1397.02	1397.02	1395.77	1.25
32725	5062.35	5062.35	5061.12	1.23
34085	317.63	317.63	316.40	1.23
44121	2337.42	2337.42	2338.64	1.22
35976	5485.18	5209.22	5208.00	1.22
49227	4831.22	4831.22	4830.00	1.22
40693	9070.21	9070.21	9068.99	1.22
41780	3727.77	3253.42	3252.21	1.21
51904	4441.22	4437.22	4438.43	1.21
51682	11107.95	10204.89	10203.68	1.21
44496	7739.21	7242.40	7243.60	1.20
45418	18218.80	18218.80	18220.00	1.20
49138	9333.20	9333.20	9332.00	1.20
51103	20644.02	20644.02	20645.22	1.20
43712	784.72	784.72	783.52	1.20
45331	7582.41	6466.80	6468.00	1.20
46123	7492.80	6390.80	6389.60	1.20
46157	7492.80	6390.80	6389.60	1.20
47706	10058.71	8516.91	8515.73	1.18
34256	8011.60	7218.36	7217.18	1.18
46735	7137.19	6058.02	6059.20	1.18
41824	20011.39	19069.63	19068.46	1.17
24043	3460.47	3460.47	3459.30	1.17
43215	8993.61	8541.15	8540.00	1.15
43314	8993.61	8541.15	8540.00	1.15
43352	8993.61	8541.15	8540.00	1.15
46474	5338.75	5338.75	5337.60	1.15
48225	7614.85	6914.85	6916.00	1.15
49731	725.58	725.58	724.44	1.14
53282	1190.33	1190.33	1191.47	1.14
45306	1282.79	1282.79	1283.93	1.14
23329	21.41	21.41	22.54	1.13
23482	21.41	21.41	22.54	1.13
49805	1001.13	1001.13	1002.26	1.13
51388	11601.12	11601.12	11600.00	1.12
51409	16401.12	11601.12	11600.00	1.12
51496	18104.03	11601.12	11600.00	1.12
51529	11601.12	11601.12	11600.00	1.12
51643	11601.12	11601.12	11600.00	1.12
42691	4043.54	3614.18	3615.30	1.12
38948	796.80	796.80	795.68	1.12
46924	7005.60	5934.88	5936.00	1.12
46964	6342.00	5934.88	5936.00	1.12
46996	6598.68	5934.88	5936.00	1.12
44923	20954.58	19049.62	19048.50	1.12
45834	6635.62	6635.62	6636.73	1.11
54223	1260.23	1256.24	1257.34	1.10
43363	21218.90	21218.90	21220.00	1.10
39561	6879.60	6533.49	6532.40	1.09
39570	6879.60	6533.49	6532.40	1.09
39702	6879.60	6533.49	6532.40	1.09
39749	6879.60	6533.49	6532.40	1.09
39765	6533.49	6533.49	6532.40	1.09
39848	6879.60	6533.49	6532.40	1.09
39887	6879.17	6533.49	6532.40	1.09
46284	7310.80	6841.49	6840.40	1.09
46567	7310.80	6841.49	6840.40	1.09
46568	7310.80	6841.49	6840.40	1.09
33171	3447.45	3405.52	3404.44	1.08
42197	9224.62	9099.84	9100.92	1.08
43565	5395.35	5391.36	5390.28	1.08
42893	24333.27	22842.54	22843.62	1.08
53455	5033.03	5029.04	5027.97	1.07
46040	12120.88	10981.05	10979.98	1.07
52376	21188.81	18330.14	18331.20	1.06
33865	4415.60	4195.46	4194.40	1.06
33923	4415.60	4195.46	4194.40	1.06
33924	4415.60	4195.46	4194.40	1.06
43927	8327.19	7908.26	7907.20	1.06
42474	2479.94	2479.94	2481.00	1.06
50512	14454.72	13166.02	13164.96	1.06
23918	1065.95	1065.95	1064.90	1.05
48448	20496.04	13686.96	13688.00	1.04
48508	20016.04	13686.96	13688.00	1.04
48630	18486.96	13686.96	13688.00	1.04
48694	20496.04	13686.96	13688.00	1.04
44816	7431.20	6954.16	6955.20	1.04
45959	7277.20	6189.04	6188.00	1.04
51053	13782.27	12486.08	12485.04	1.04
50527	9658.61	8368.53	8367.50	1.03
43858	3685.91	3147.66	3148.69	1.03
41413	1575.82	1395.53	1394.50	1.03
34918	4275.16	4121.83	4120.80	1.03
49913	17805.03	17805.03	17804.00	1.03
32528	8738.07	8016.58	8017.60	1.02
46248	3076.27	3076.27	3077.29	1.02
42173	1823.06	1823.06	1824.08	1.02
50738	3244.41	2750.78	2749.76	1.02
51045	980.30	980.30	979.28	1.02
41671	3710.39	3710.39	3711.41	1.02
53433	1025.82	1025.82	1026.83	1.01
